,ad_account_id_x,game_id,channel_id,source_id,create_time,smart_bid_type,hide_if_exists,budget,delivery_range,adjust_cpa,inventory_type,hide_if_converted,flow_control_mode,schedule_time,cpa_bid,auto_extend_enabled,gender,city,platform,launch_price,retargeting_tags_exclude,interest_categories,ac,android_osv,location_type,retargeting_tags_include,ios_osv,interest_action_mode,age,action_categories,action_days,action_scene,deep_bid_type,roi_goal,image_id,label_ids,ad_account_id_y,tdate,amount,new_role_money,roi,pay_rate,ad_keywords,title_list,third_industry_id
13,8296,1001703,21394,1287621,2022-01-21 11:24:15,SMART_BID_CUSTOM,0,4000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,711.9,0,GENDER_MALE,[],1,"[0, 11000]","[341029460, 341029326]","[16, 17, 11, 9, 14, 20, 19]",[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_18_23', 'AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']","[16, 17, 5, 11, 14, 20, 2]",30.0,"['APP', 'E-COMMERCE', 'NEWS']",BID_PER_ACTION,,42241,"20,235",8296,2022-01-25 00:00:00,3350.01,302.0,0.090149,0.0333,"['末日', '末世', '丧尸', '幸存', '美女', '长腿', '小姨子', '女忧', '豪车', '科技', '5G', '科普', '历史', '玄幻', '翻修', '游戏', '手游', '生化', '美胸', 'SM']","[{'title': '策略+生存，能过20关的都是人才！试试你能过几关？', 'creative_word_ids': []}, {'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}, {'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'creative_word_ids': []}, {'title': '兄弟上号，曾经浴血奋战的队友就缺你了！！', 'creative_word_ids': []}, {'title': '6种职业可选，48种角色转职，开局送免费首充，太好玩了！', 'creative_word_ids': []}]",19131301
14,9181,1001703,21394,1287631,2022-01-21 11:24:20,SMART_BID_CUSTOM,0,4000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,734.43,0,GENDER_MALE,[],1,"[0, 11000]","[341029460, 341029326]","[16, 17, 11, 9, 14, 20, 19]",[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_18_23', 'AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']","[16, 17, 5, 11, 14, 20, 2]",30.0,"['APP', 'E-COMMERCE', 'NEWS']",BID_PER_ACTION,,42607,"20,235",9181,2022-01-22 00:00:00,1796.73,90.0,0.050091,0.0833,"['末日', '末世', '丧尸', '幸存', '美女', '长腿', '小姨子', '女忧', '豪车', '科技', '5G', '科普', '历史', '玄幻', '翻修', '游戏', '手游', '生化', '美胸', 'SM']","[{'title': '策略+生存，能过20关的都是人才！试试你能过几关？', 'creative_word_ids': []}, {'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}, {'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'creative_word_ids': []}, {'title': '兄弟上号，曾经浴血奋战的队友就缺你了！！', 'creative_word_ids': []}, {'title': '6种职业可选，48种角色转职，开局送免费首充，太好玩了！', 'creative_word_ids': []}]",19131301
15,10571,1001703,21513,1287869,2022-01-21 13:52:15,SMART_BID_CUSTOM,0,3000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",AD,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,750.0,1,GENDER_MALE,[],1,[],"[341029460, 341029326]",[16],[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49', 'AGE_ABOVE_50']",[16],30.0,"['E-COMMERCE', 'NEWS', 'APP']",BID_PER_ACTION,,42613,"20,235",10571,2022-01-23 00:00:00,5190.35,1044.0,0.201143,0.0244,"['丧尸', '美女', '僵尸', '卡牌', '策略', '放置', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警']","[{'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}, {'title': '休闲闯关小游戏，落入陷阱，你会如何逃脱？', 'creative_word_ids': []}, {'title': '误入陷阱，丧尸怪物步步紧逼，逃生全靠智商！', 'creative_word_ids': []}, {'title': '闯关逃生，为什么第八关我就卡住了，能过66关智商超200！', 'creative_word_ids': []}]",19131501
16,9880,1001703,20451,1288984,2022-01-21 18:01:25,SMART_BID_CUSTOM,0,3535.0,DEFAULT,,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000000111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111,2891.81,1,NONE,[],1,[],"[341029460, 341029326]",[],[],NONE,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40']",,,,ROI_COEFFICIENT,0.02,42454,"20,235",9880,2022-01-23 00:00:00,3008.68,278.0,0.092399,0.0231,"['王者荣耀', '英雄联盟', '原神', '直播', '游戏', '嫂子', '小姨子', '小姐姐', '大长腿', '美女']","[{'title': '这款游戏不肝不氪，休闲又解压，玩了一天都不腻！', 'creative_word_ids': []}, {'title': '这游戏太好玩了，朋友圈都玩疯了，你还不来试试？', 'creative_word_ids': []}, {'title': '3分钟上手，5分钟上头，来试试你能过多少关？', 'creative_word_ids': []}]",19130102
17,10292,1001772,21336,1289058,2022-01-21 18:21:28,SMART_BID_CUSTOM,0,3000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",AD,FLOW_CONTROL_MODE_FAST,111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111111111100000000111111111111111111111111111111111,596.75,0,NONE,[],1,"[0, 11000]","[341029460, 341029326]",[],[],NONE,CURRENT,[],NONE,UNLIMITED,[],,,,BID_PER_ACTION,,41489,"20,235",10292,2022-01-25 00:00:00,865.46,208.0,0.240335,0.0606,"['末日', '末日手游', '卡牌游戏', '策略游戏', '手游', '美女']","[{'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'creative_word_ids': []}, {'title': '末日生存游戏，休闲不伤脑没wifi也能玩！', 'creative_word_ids': []}]",19131501
18,10677,1001756,21380,1289224,2022-01-21 21:12:16,SMART_BID_CUSTOM,0,4000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",AD,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,810.22,0,GENDER_MALE,[],1,[],"[341029460, 341029326]",[],[],9.0,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49', 'AGE_ABOVE_50']",,,,BID_PER_ACTION,,42645,"20,235",10677,2022-01-23 00:00:00,2510.69,72.0,0.028677,0.0408,"['卡牌', '末日', '生存', '美女', '丧尸', '求生', '生化危机']","[{'title': '不花钱只烧脑，智商120挂在第49关，试试你能过几关？', 'creative_word_ids': []}, {'title': '无限关卡，好玩不伤脑，能过49关是人才！', 'creative_word_ids': []}]",19131501
19,10677,1001756,21380,1289221,2022-01-21 21:12:18,SMART_BID_CUSTOM,0,3000.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",AD,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,803.85,0,GENDER_MALE,[],1,[],"[341029460, 341029326]",[],[],9.0,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49', 'AGE_ABOVE_50']",,,,BID_PER_ACTION,,41699,"20,235",10677,2022-01-25 00:00:00,1590.86,502.0,0.315553,0.087,"['卡牌', '末日', '生存', '美女', '丧尸', '求生', '生化危机']","[{'title': '不花钱只烧脑，智商120挂在第49关，试试你能过几关？', 'creative_word_ids': []}, {'title': '无限关卡，好玩不伤脑，能过49关是人才！', 'creative_word_ids': []}]",19131501
20,10167,1001756,21316,1289676,2022-01-22 23:05:03,SMART_BID_CUSTOM,0,3088.0,DEFAULT,,"['INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED']",APP,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,58.0,0,GENDER_MALE,[],1,[],[],[],"['WIFI', None, '4G']",10.0,CURRENT,[],NONE,RECOMMEND,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",,,,ROI_COEFFICIENT,0.02,42597,"20,235",10167,2022-01-24 00:00:00,2913.21,60.0,0.020596,0.019,,,
21,9872,1001703,21206,1290049,2022-01-23 09:16:21,SMART_BID_CUSTOM,0,4500.0,DEFAULT,0.0,"['INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED']",APP,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000111111111111111111111111111111111111100000000000111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111,746.0,0,NONE,[],1,"[0, 11000]","[341029460, 341029326]",[],[],NONE,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49', 'AGE_ABOVE_50']",,,,BID_PER_ACTION,,42613,"20,235",9872,2022-01-24 00:00:00,7517.95,298.0,0.039638,0.022,"['末日', '末世', '丧尸', '幸存', '美女', '长腿', '小姨子', '女忧', '豪车', '科技', '5G', '科普', '历史', '玄幻', '翻修', '游戏', '手游', '生化', '美胸', 'SM']","[{'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'creative_word_ids': []}]",19131201
22,10160,1001756,21398,1290157,2022-01-23 12:11:23,SMART_BID_CUSTOM,0,3800.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_FEED', 'INVENTORY_AWEME_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_VIDEO_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000001111111111111111111111111111111111110000000000001111111111111111111111111111,638.0,0,GENDER_MALE,[],1,[],"[341029460, 341029326]",[16],[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_18_23', 'AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']","[16, 2]",30.0,"['E-COMMERCE', 'NEWS', 'APP']",BID_PER_ACTION,,42613,"20,235",10160,2022-01-23 00:00:00,2901.95,90.0,0.031014,0.1071,"['游戏', '末日', '卡牌策略', '卡牌对战', '春节', '美女', '挂机']","[{'title': '智商149卡在39关，这款游戏太烧脑了，你能过几关？', 'creative_word_ids': []}, {'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}]",19131501
23,10160,1001756,21398,1290158,2022-01-23 12:12:15,SMART_BID_CUSTOM,0,3800.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_FEED', 'INVENTORY_AWEME_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_VIDEO_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000001111111111111111111111111111111111110000000000001111111111111111111111111111,638.0,0,GENDER_MALE,[],1,[],"[341029460, 341029326]",[16],[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_18_23', 'AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']","[16, 2]",30.0,"['E-COMMERCE', 'NEWS', 'APP']",BID_PER_ACTION,,42138,"20,235",10160,2022-01-24 00:00:00,4286.18,924.0,0.215577,0.0597,"['游戏', '末日', '卡牌策略', '卡牌对战', '春节', '美女', '挂机']","[{'title': '智商149卡在39关，这款游戏太烧脑了，你能过几关？', 'creative_word_ids': []}, {'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}]",19131501
24,10160,1001756,21398,1290161,2022-01-23 12:12:15,SMART_BID_CUSTOM,0,3800.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_FEED', 'INVENTORY_AWEME_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_VIDEO_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000000011111111111111111111111111111111110000000000001111111111111111111111111111111111110000000000001111111111111111111111111111,638.0,0,GENDER_MALE,[],1,[],"[341029460, 341029326]",[16],[],NONE,CURRENT,[],NONE,CUSTOM,"['AGE_BETWEEN_18_23', 'AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']","[16, 2]",30.0,"['E-COMMERCE', 'NEWS', 'APP']",BID_PER_ACTION,,42525,"20,235",10160,2022-01-23 00:00:00,3554.35,98.0,0.027572,0.0417,"['游戏', '末日', '卡牌策略', '卡牌对战', '春节', '美女', '挂机']","[{'title': '智商149卡在39关，这款游戏太烧脑了，你能过几关？', 'creative_word_ids': []}, {'title': '3分钟入坑！10分钟通100关，你敢来挑战吗？', 'creative_word_ids': []}]",19131501
26,10149,1001703,21212,1291371,2022-01-24 10:01:41,SMART_BID_CUSTOM,0,5500.0,DEFAULT,0.0,"['INVENTORY_UNION_SLOT', 'INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_UNION_SPLASH_SLOT', 'INVENTORY_VIDEO_FEED', 'INVENTORY_HOTSOON_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,705.5,0,NONE,[],1,[],"[341029460, 341029326]",[],[],NONE,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",,,,BID_PER_ACTION,,42719,"20,235",10149,2022-01-26 00:00:00,881.95,178.0,0.201826,0.0227,"['末日', '末世', '丧尸', '幸存', '美女', '长腿', '小姨子', '女忧', '豪车', '科技', '5G', '科普', '历史', '玄幻', '翻修', '游戏', '手游', '生化', '美胸', 'SM']","[{'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'creative_word_ids': []}]",19131201
27,9878,1001703,20451,1293538,2022-01-25 09:56:24,SMART_BID_CUSTOM,0,3535.0,DEFAULT,0.0,"['INVENTORY_AWEME_FEED', 'INVENTORY_FEED', 'INVENTORY_TOMATO_NOVEL']",APP,FLOW_CONTROL_MODE_FAST,000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000000111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111000000000000000001111111111111111111111111111111,769.32,0,NONE,[],1,[],"[341029460, 341029326]",[],[],NONE,CURRENT,[],NONE,UNLIMITED,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",,,,BID_PER_ACTION,,42484,"20,235",9878,2022-01-25 00:00:00,10959.44,334.0,0.030476,0.0093,"['王者荣耀', '英雄联盟', '原神', '直播', '游戏', '嫂子', '小姨子', '小姐姐', '大长腿', '美女']","[{'title': '这游戏太好玩了，朋友圈都玩疯了，你还不来试试？', 'creative_word_ids': []}, {'title': '3分钟上手，5分钟上头，来试试你能过多少关？', 'creative_word_ids': []}, {'title': '这款游戏不肝不氪，休闲又解压，玩了一天都不腻！', 'creative_word_ids': []}]",19130103
