image_id,ad_account_id,time_series,optimization_goal,bid_strategy,bid_amount,deep_conversion_type,deep_conversion_behavior_spec,deep_conversion_worth_spec,expand_enabled,expand_targeting,site_set,deep_link_url,adcreative_template_id,page_spec,link_page_spec,link_name_type,link_page_type,promoted_object_id,profile_id,promoted_object_type,automatic_site_enabled,adcreative_elements,game_id,platform,op_id,flag,game_name,operation,targeting,budget_mode,daily_budget
37774,9219,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,100000,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.023}",False,[],[],,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,True,"{'image': 109392, 'description': '闯关逃生，智商170卡在35关，能过66关智商超200！', 'video': 109392, 'button_text': '立即下载', 'label': [{'content': '回合制'}, {'content': '放置'}, {'content': '对战卡牌类'}], 'title': '休闲又解压，玩一天都不腻', 'brand': {'brand_name': '绝地末日', 'brand_img': 101812}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 23, 'max': 45}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [893]}, 'interest': {'category_id_list': [205], 'keyword_list': None}, 'behavior': [{'category_id_list': [205], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': None, 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
37774,9221,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_FIRST_PURCHASE,BID_STRATEGY_AVERAGE_COST,421850,,,,False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 109392, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 109392, 'button_text': '立即下载', 'title': '超好玩的闯关游戏，减压又过瘾', 'brand': {'brand_name': 'N1计划', 'brand_img': 77752}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': ['PRICE_4500_MORE', 'PRICE_3500_4500', 'PRICE_2500_3500'], 'app_install_status': ['NOT_INSTALLED'], 'gender': None, 'game_consumption_level': None, 'age': [{'min': 24, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_ACTIVATE'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [301, 205, 16], 'keyword_list': None}, 'behavior': [{'category_id_list': [14, 51, 85, 102, 809, 817, 818, 827, 301, 38, 631, 632], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': ['豪华跑车', '迈巴赫', '保时捷', '跑车', '法拉利', '豪车', '特斯拉', '豪华汽车', '奔驰', '奥迪', '宝马', '沃尔沃', '凯迪拉克', '雷克萨斯', '宝马汽车', '奥迪a6l', '奥迪q5', '养车', '洗车', '别墅', '度假', '碧桂园', '富豪', '温泉', '豪宅', '乘坐飞机', '飞机飞行', '大型飞机', '航空客机', '无人飞机', '航空飞行器', '飞行器', '港口', '远洋捕捞', '散装货船', '运输船', '车辆出口'], 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
34335,9226,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_FIRST_PURCHASE,BID_STRATEGY_AVERAGE_COST,392259,,,,True,"['age', 'gender']","['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 95629, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 95629, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又过瘾', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': None, 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 14, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': None}, 'interest': {'category_id_list': None, 'keyword_list': None}, 'behavior': [{'category_id_list': None, 'intensity': None, 'keyword_list': None, 'scene': None, 'time_window': None}]}",0,0
34335,9220,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,15363,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.015}",True,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 95629, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 95629, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 20, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': None}, 'interest': {'category_id_list': None, 'keyword_list': None}, 'behavior': [{'category_id_list': None, 'intensity': None, 'keyword_list': None, 'scene': None, 'time_window': None}]}",0,0
34335,9227,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,11503,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 95629, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 95629, 'button_text': '立即体验', 'title': '无限关卡游戏，休闲不伤脑！', 'brand': {'brand_name': 'n1计划', 'brand_img': 65514}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 24, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_ACTIVATE'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': None}, 'interest': {'category_id_list': None, 'keyword_list': None}, 'behavior': [{'category_id_list': None, 'intensity': None, 'keyword_list': None, 'scene': None, 'time_window': None}]}",0,0
34335,9219,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,13776,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,721,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 95628, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 95628, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': ['PRICE_2500_3500', 'PRICE_3500_4500', 'PRICE_4500_MORE'], 'app_install_status': ['NOT_INSTALLED'], 'gender': None, 'game_consumption_level': None, 'age': [{'min': 24, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_ACTIVATE'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [301, 205, 16], 'keyword_list': None}, 'behavior': [{'category_id_list': [197, 51, 85, 102, 809, 524, 812, 813, 817, 818, 827, 301, 38, 631, 632, 164], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': ['乘坐飞机', '保时捷', '凯迪拉克', '别墅', '大型飞机', '奔驰', '奥迪', '奥迪a6l', '奥迪q5', '宝马', '宝马汽车', '富豪', '度假', '无人飞机', '沃尔沃', '法拉利', '温泉', '港口', '特斯拉', '碧桂园', '豪华汽车', '豪华跑车', '豪车', '跑车', '车辆出口', '迈巴赫', '运输船', '远洋捕捞', '雷克萨斯', '飞行', '驾驶飞机'], 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
34335,9227,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_FIRST_PURCHASE,BID_STRATEGY_AVERAGE_COST,413332,,,,True,['age'],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 95629, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 95629, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存挑战', 'brand_img': 112395}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': ['PRICE_4500_MORE', 'PRICE_3500_4500', 'PRICE_2500_3500'], 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 25, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_DOWNLOAD'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [157, 205], 'keyword_list': None}, 'behavior': [{'category_id_list': [111, 14, 85, 102, 160, 161, 1087, 1656, 1661, 1091, 817, 818, 205], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': None, 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
33114,9226,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_FIRST_PURCHASE,BID_STRATEGY_AVERAGE_COST,422652,,,,False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 88475, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 88475, 'button_text': '下载游戏', 'title': '无限关卡游戏，休闲不伤脑！', 'brand': {'brand_name': 'n1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': ['PRICE_2500_3500', 'PRICE_3500_4500', 'PRICE_4500_MORE'], 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 25, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_ACTIVATE'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [301, 205], 'keyword_list': None}, 'behavior': [{'category_id_list': [51, 85, 102, 203, 38, 631, 632], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': ['保时捷', '凯迪拉克', '奔驰', '奥迪', '宝马', '本田', '沃尔沃', '法拉利', '豪车', '跑车', '迈巴赫'], 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
39377,9225,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_TARGET_COST,13534,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117161, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 117161, 'button_text': '下载游戏', 'title': '无限关卡游戏，休闲不伤脑！', 'brand': {'brand_name': 'n1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': None, 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 14, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': None}, 'interest': {'category_id_list': None, 'keyword_list': None}, 'behavior': [{'category_id_list': None, 'intensity': None, 'keyword_list': None, 'scene': None, 'time_window': None}]}",0,0
39377,9224,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,15000,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.018}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,721,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117160, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 117160, 'button_text': '下载游戏', 'title': '休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 77752}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': ['NOT_INSTALLED'], 'gender': None, 'game_consumption_level': None, 'age': [{'min': 24, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_DOWNLOAD'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [157, 205], 'keyword_list': None}, 'behavior': [{'category_id_list': [157, 205], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': None, 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
39377,9227,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,11639,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117161, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 117161, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 23, 'max': 49}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_DOWNLOAD'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [157, 205], 'keyword_list': None}, 'behavior': [{'category_id_list': [157, 205], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': None, 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
39377,9227,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,15800,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.01}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117161, 'description': '全新无限关卡小游戏，能过50关是人才，你能闯几关？', 'video': 117161, 'button_text': '立即下载', 'title': '绝地末日', 'brand': {'brand_name': '绝地末日', 'brand_img': 101812}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': None, 'gender': None, 'game_consumption_level': None, 'age': [{'min': 24, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [205], 'keyword_list': None}, 'behavior': [{'category_id_list': [85, 102, 809, 524, 522, 812, 814, 817, 818, 827, 301, 38, 631, 632, 392], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': ['别墅', '度假', '碧桂园', '富豪', '温泉', '住宅', '豪宅', '开盘', '养老院', '玉器古董', '文物', '博物馆', '龙纹', '文玩', '出土', '拍卖', '核桃', '陶瓷', '故宫博物院', '收藏字画', '古玩收藏', '古玩古钱币', '现代钱币', '古董工艺品', '清代瓷器', '中国工艺品', '宋代瓷器', '古玉器', '文玩古董', '珍藏邮票', '集邮册', '邮票珍藏册', '邮票册', '邮票集', '普通邮票', '特种邮票', '邮票套装', '纪念币', '红色邮票', '证券', '航天币', 'pcgs评级币', '奥运纪念章', '邮票价格查询', '徐悲鸿十二生肖', '邮票纪念册', '邮币世界', '二轮生肖纪念币', '编年邮票小型张', '手工泥塑', '工艺陶瓷', '木制工艺品', '特色创意', '民族特色手工艺', '民间布艺', '装饰工艺', '竹编篮子', '手工工艺品', '宗教工艺品', '豪华汽车', '豪华跑车', '迈巴赫', '保时捷', '跑车', '法拉利', '豪车', '特斯拉', '奔驰', '奥迪q5', '奥迪', '宝马', '沃尔沃', '雷克萨斯', '奥迪a6l', '宝马汽车', '凯迪拉克', '乘坐飞机', '太空飞机', '飞行', '飞行器', '飞机飞行', '驾驶飞机', '大型飞机', '航空客机', '无人飞机', '航空飞行器', '电站设备', '远洋捕捞', '船用', '车辆出口', '滚装船', '港口', '船舶租赁', '运输船', '散装货船', '厦门港'], 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
39417,9226,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,100000,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.023}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117291, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 117291, 'button_text': '下载游戏', 'title': '无限关卡游戏，休闲不伤脑！', 'brand': {'brand_name': 'n1计划', 'brand_img': 78613}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': ['PRICE_2500_3500', 'PRICE_3500_4500', 'PRICE_4500_MORE'], 'app_install_status': ['NOT_INSTALLED'], 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 25, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': ['OPTIMIZATIONGOAL_APP_ACTIVATE'], 'excluded_dimension': 'EXCLUDED_DIMENSION_APP'}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': [205]}, 'interest': {'category_id_list': [301, 205], 'keyword_list': None}, 'behavior': [{'category_id_list': [51, 85, 102, 203, 38, 631, 632], 'intensity': ['BEHAVIOR_INTEREST_INTENSITY_ALL'], 'keyword_list': ['保时捷', '凯迪拉克', '奔驰', '奥迪', '宝马', '本田', '沃尔沃', '法拉利', '豪车', '跑车', '迈巴赫'], 'scene': ['BEHAVIOR_INTEREST_SCENE_ALL'], 'time_window': 'BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY'}]}",0,0
39417,9221,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,OPTIMIZATIONGOAL_APP_ACTIVATE,BID_STRATEGY_AVERAGE_COST,11639,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",False,[],"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,720,,,,,1573087927,,PROMOTED_OBJECT_TYPE_APP_IOS,False,"{'image': 117291, 'description': '末日主题生存游戏，没有wifi也能玩！', 'video': 117291, 'button_text': '下载游戏', 'title': '休闲好玩又刺激', 'brand': {'brand_name': 'N1计划', 'brand_img': 77752}}",1001446,2,13678,CESHI_GDT_MR_IOS,曙光信仰,disable,"{'device_price': None, 'app_install_status': None, 'gender': ['MALE'], 'game_consumption_level': None, 'age': [{'min': 14, 'max': 66}], 'network_type': None, 'excluded_converted_audience': {'conversion_behavior_list': None, 'excluded_dimension': None}, 'geo_location': {'regions': None, 'location_types': None}, 'intention': {'targeting_tags': None}, 'interest': {'category_id_list': None, 'keyword_list': None}, 'behavior': [{'category_id_list': None, 'intensity': None, 'keyword_list': None, 'scene': None, 'time_window': None}]}",0,0
